,Recipe_Name,Method,Difficulty,difficulty_id
17,,"                     For the marinade, place all the ingredients in a blender and blitz until smooth. Place the lamb rumps in a dish and pour over the marinade, making sure the lamb is well coated. Cover with clingfilm and leave in the fridge for 24 hours                                       The pickled tomatoes can also be made up to a day ahead. Place the white wine vinegar, brown sugar and coarse sea salt in a large pan and simmer until the sugar has dissolved, then set aside                                        In a separate pan, heat the extra virgin olive oil until just starting to smoke, then add the minced ginger, garlic, mustard seeds, Szechuan pepper, cumin and cayenne. Stir over the heat for a few minutes, until the spices are aromatic and fragrant                                       Take off the heat and combine with the vinegar mixture, then pour over the chopped tomatoes, shallots and chilli in a bowl. Mix well, then store in the fridge until needed                                       For the leek purée, add the shallots, garlic and ginger to a pan with the butter and cook over a medium heat until the shallots are very soft. Add the plum wine and continue to cook until the mixture has reduced by half                                       Bring a pan of salted water to the boil, then add the sliced leeks and blanch for 1 minute. Drain, then add to the shallot mixture along with the cream. Bring to the boil then remove from the heat                                       Add the mixture to a blender and blitz to a smooth purée (for a really smooth texture, you could also pass the purée through a fine sieve). Season to taste and keep warm until ready to serve                                       Preheat the oven to 180°C/gas mark 4                                       For the baby gems, heat a frying pan over a high heat with a little oil, then sear the lettuce halves with a little salt and pepper                                       Transfer the seared lettuce to a baking tray and spoon over any cooking liquid from the pan. Add a knob of butter and bake the lettuce in the oven for 5 minutes                                       To cook the lamb, remove the rumps from the marinade and place fat-side down in a hot ovenproof frying pan. Pan-fry over a medium heat for a few minutes to render the fat down, season with a little salt and pepper, then when starting to caramelise, add a knob of butter and flip the rumps over                                       Transfer to the oven and cook for 7–9 minutes. At this point the lamb will be very tender and quite rare, so cover with a tea towel and leave in a warm place to rest for 15 minutes                                       To serve, spread a spoonful of the leek purée across each plate, then top with a baby gem lettuce half, spreading out the leaves. Slice the lamb rumps and place on top with a spoonful or of the pickled tomatoes. Garnish with some fresh watercress and drizzle over lamb juices from the pan                  ",medium,1
18,,"                     72 hours before you want to serve the dish, mix together the thyme, rosemary, garlic and salt and rub the mixture all over the lamb. Leave to salt in the fridge for 24 hours                                       Preheat a water bath to 72°C                                        After 24 hours, wash off the salt then place in a vacuum bag. Seal and cook in the water bath for 24 hours. If you don't have sous vide equipment, place in a tin, cover with foil and slow roast for 5 hours at 120°C                                       Once cooked, strain the cooking liquid from the lamb through a fine sieve into a pan and reduce to a sauce-like consistency. Press the shoulder under a heavy chopping board in the fridge for a further 24 hours                                       You also need to make the potato terrine 24 hours in advance. Peel the potatoes and slice finely using a mandoline                                       Layer into a suitable terrine mould, brushing with the butter and seasoning with salt as you go, you will need 12 layers in total                                       Preheat the oven to 160°C/gas mark 3                                       Cover with foil, bake for 1 hour then remove from the oven and place a piece of parchment on top. Cover with a tray and add a little weight to press the terrine. Leave overnight                                       Turn the terrine out of the tin and slice into portions. At this point, remove the lamb from the fridge and cut into portions the same size as the potato terrine. Return the portions of lamb and terrine to the fridge until ready to serve                                       12–24 hours in advance of serving, make the mint oil. Blanch the leaves in salted boiling water then refresh in iced water                                       Squeeze excess water from the leaves and blitz well with the oil until smooth. At the restaurant, the mint oil is processed in a centrifuge for 30 minutes. To make at home, sit a sieve lined with double-layered muslin cloth over a bowl. Pour the oil into the cloth and leave the bright green oil to drip through overnight in the fridge                                       At least 5 hours before eating, make the ragù (though this can be made a couple of days in advance if preferred). Begin by caramelising the mince in a large pan. Once coloured nicely, add the shallots, garlic and thyme and cook until translucent                                       Add the chopped tomatoes and simmer for 30 minutes                                       Add the stock and cook on a low simmer for around 4 hours until reduced and glossy                                       To make the lemon purée, place the lemons in a pan of cold water and bring to the boil. Once boiling, refresh the lemons in ice water. Repeat the process 6 times (using fresh water each time)                                       Make a 50/50 sugar syrup by dissolving 500g sugar in 500ml water                                       Blend the lemons whole in a high-powered blender, adding the sugar syrup until you achieve your desired consistency and flavour (you might not need it all)                                       To make the broad bean purée, blanch in salted boiling water for a couple of minutes then plunge into ice cold water (reserve some of the cooking water)                                       Transfer half of the beans to a blender and blitz to a smooth purée, adding some of the cooking water to loosen if needed                                       Peel the rest of the broad beans and reserve for plating                                       Blitz the black garlic to a purée and season with soy sauce. Char the loin, preferably over a fire grill, until cooked medium rare, then glaze in the black garlic paste and leave to rest in a warm place for 5 minutes before carving. Push onto bamboo skewers and serve this element of the dish on a mixed herb cress salad                                       Pan-fry the lamb sweetbreads in lots of foaming butter until golden. Season with salt                                       Plate the sweatbreads in a small bowl and top with the warmed ragù, broad beans and broad bean leaves on top                                       Preheat the oven to 180°C/gas mark 4                                       When ready to serve, pan-fry the lamb shoulder portions until they're a nice golden colour. Meanwhile, brown both sides of the terrine in a frying pan then warm through in the oven                                       Gently reheat the lamb sauce in a small pan                                       Scatter a few liliput capers on a plate and add some broad bean purée and lemon purée in the centre of the plate. Spoon the goat's curd over the purées, followed by slices of radish. Top with the potato terrine and pressed lamb shoulder. Dress with lamb sauce, split with mint oil and garnish with wild garlic flowers                 ",challenging,2
19,,"                     Preheat the oven to 100°C/gas mark 1/2. Place the lamb ribs and rosemary into the vegetable oil in a 25cm roasting tray so that they're completely covered. Slow cook in the oven for 2 hours 45 minutes                                       Remove from the oven and leave to cool thoroughly in the oil in the fridge                                       Once the lamb is cold, remove from the oil. Separate the individual rib bones and leave in the fridge until required                                       Preheat the oven to 220°C/gas mark 7. To prepare the salt crust, place the salt and flour in a mixing bowl and pour in some water, mixing at the same time, until the water, salt and flour form a dough                                       Roll the dough out to a 1cm thickness and wrap each celeriac in the pastry, making sure to seal completely. Bake on a roasting tray in the oven for 30 minutes                                       After 30 minutes, turn the oven down to 180°C/gas mark 4 and bake for a further 30 minutes. Once cooked, remove from the oven and leave to cool at room temperature                                       Turn the oven up to 200°C/gas mark 5 and roast the tomatoes for the jam for half an hour. Remove and allow to cool                                       Blend the finely chopped onion, garlic and ginger with all the spices and a little olive oil in a blender, then lightly fry for 2 minutes in a pan                                       Add the roasted tomatoes, caster sugar, nam pla and vinegar and cook slowly over a low heat for approximately 30 minutes until it thickens                                       While the jam is reducing and thickening, remove the broad beans from their pods, then blanch for 1 minute in boiling water. Refresh in iced water and pop out of their skins                                       Place the charcoal at the bottom of a very deep, old saucepan and place a cooling rack over the top so that it's secure                                       Using 2 tbsp of the olive oil, lightly oil and then season the lamb loin with a pinch of salt and pepper                                       Turn the heat under the saucepan up to medium. Once the charcoal starts to turn white, place the lamb loin on the cooling rack with a sheet of aluminium foil over the top. Keep on the heat for 5 minutes. Turn and cook for a further 3 minutes, then remove from the heat                                       Cut the lamb loin into 1cm-thick slices (this can be done either before or after smoking the lamb)                                       Crack open the pastries encrusting the celeriacs and discard the pastry and excess salt. Peel the celeriacs and blitz in a blender until puréed                                       Pan-fry the slices of lamb in the remaining tbsp of olive oil for 2-4 minutes on either side, then remove from the heat and leave to rest for 3 minutes                                       Using the same pan, sear the rib bones for 1 minute on each side                                       After the rib bones are seared, add the butter and a pinch of salt to the pan, then cook the courgettes until they are soft but not yet watery. Toss the courgettes with the broad beans                                       Spoon some tomato jam onto the plates first. Place the celeriac into a piping bag and pipe into the centre of the plates. Place the lamb on top, then lay a few courgette batons on each with some broad beans. Serve immediately                 ",challenging,2
20,,"                     Begin by preparing the marinade for the black cod - you will need to do this the day before. Add the liquorice liqueur, honey, Prosecco, lemon peel, chocolate mint leaves, chilli and tarragon to a suitably-sized container and mix to combine. Use to coat the cod fillets evenly and marinate in the fridge overnight                                       The next day, remove the cod from the marinade and season the fish with salt and pepper. Set aside until ready to cook                                       For the jam, place the chopped onions, caster sugar, beetroot and vinegar in a pan and simmer for approximately 45 minutes. Once the mixture resembles a thin jam, use a spatula to press it through a durable, strong sieve to remove lumps. Allow to cool                                       Once ready to cook the fish, preheat the grill to a low-medium heat and slowly cook the cod for 15-20 minutes until nicely glazed and firm                                       To prepare the broad bean and pea garnish, start by removing the outer layer of skin from the griotte onions, leaving on the roots to maintain shape. Peel the pearl onions and slice in half lengthways                                       Add a good dash of the olive oil to a pan (with matching lid) over a medium-high heat. Place the pearl onions in the pan, cut-side down, and colour until golden brown. Add the griotte onions, along with the salt and white pepper. Once both types of onion are tender, add the peas and broad beans and stir through                                       Lower the heat and cover (if you don't have a lid, use foil to cover) and cook for a further 5 minutes. Remove the lid and add the nutmeg and chopped mint before serving                                       Spoon some of the smooth onion jam onto each plate, followed by the cod, the broad bean and onion mixture and finally some fresh pea shoots. Serve immediately                 ",easy,0
21,,"                     Begin by making the tomato sauce. Put the onion into a saucepan with half the oil and let it sweat slowly over a low-medium heat for around 15 minutes until it's soft (do not allow it to colour). If it looks as though it might catch, add a splash of water to the pan                                        Add the tomatoes and season with salt. Leave to simmer over a low heat for about 45 minutes, until the tomatoes are thick and rich, adding a little water if the level of the liquid gets too low. Remove from the heat                                        Put the remaining oil in another pan with the garlic and cook over a low-medium heat. When it's almost golden brown, add the basil leaves and stir. Pass the oil through a sieve into the cooked tomato sauce                                        Whisk the sauce to break up the tomatoes. If it's too thick, thin it with a little water, ideally some pasta cooking water. Pass the sauce through a wide-holed sieve resting over a bowl, and use the back of a ladle to extract the smooth mixture. Check the seasoning and add more salt if necessary                                        Preheat the oven to 200°C/gas mark 6                                        Blanch the peas in boiling water for 30 seconds, then drain well                                        Put 8 of the squid and the egg whites into a food processor and pulse until they are roughly chopped. Add the peppers, blanched peas and chives and continue to pulse until you have a coarse mixture                                        Use this mixture to stuff the remaining calamari, keeping some space free at the top. Place a piece of the tentacles at the end of the filling and close the calamari with a rosemary sprig or a toothpick                                        Trim the other end of each calamari to create a tiny hole and keep the filling from bursting out when cooking                                        Heat a large heatproof baking dish over a medium heat and fry the garlic in 1 tablespoon of olive oil. Add the calamari and fry for a couple of minutes until browned, then pour in the wine and let it evaporate over a medium-high heat                                        Add 400ml of the tomato sauce and the fish stock, then transfer to the oven for 20 minutes. You can check the filling is cooked through by sticking a toothpick in the centre of the filling; it should feel hot when you touch your lips. Serve immediately                  ",medium,1
22,,"                     Begin with the baccalá. Place the dried cod in a large bowl and cover with cold water. Soak for 3 days, changing the water daily, until tender                                       Cut the softened cod into small pieces and add to a large pan or casserole with the bay leaf and 1 clove of garlic. Cover with the milk and water and bring everything to the boil, simmering for 2 hours                                       Meanwhile, place 25ml of the sunflower oil in a small pan with the remaining garlic clove. Cook over a low heat for a few minutes without colouring to allow the oil to infuse. Strain through a sieve to remove the garlic and set the oil aside to cool                                        Once cooked, strain the cod mixture through a sieve, reserving the cooking liquid. Discard the garlic and bay leaf                                       Place the cod and reserved liquid in a mixing bowl and start to mash together. Mix in the garlic-infused oil and enough of the remaining sunflower oil to make a soft, creamy mixture. Reserve the baccalá until needed                                       Place the radish slices, salad leaves and fresh herbs in a bowl of iced water to help them stay crisp and fresh                                       Prepare the courgettes by separating the flower from each vegetable. Set the flowers aside and slice the courgette into small rounds                                       Bring a pan of salted water to the boil and blanch the courgette slices and broad beans for 1 minute, or until just tender. Drain and refresh in a bowl of iced water                                       Preheat the grill to medium-high                                       Carefully open the courgette flowers and fill with the reserved baccalá, spooning it into the central cavity. Close the petals back around the filling, then place on a baking tray                                       Brush the flowers liberally with melted butter and sprinkle over the grated Grana Padano. Cook under the hot grill until the cheese has melted and is lightly golden in colour                                       Drain the chilled salads, courgette slices and broad beans. Mix together with the shaved truffle, season with a little salt and dress with the olive oil and lemon juice                                        Divide the salads between serving plates and add a grilled courgette flower. Garnish with a mixture of edible flowers to serve immediately                 ",medium,1
23,,"                     To begin, make the wild garlic pesto. Place the basil, wild garlic and pine nuts in a pestle, grind to a course paste then gradually grind in the rest of the ingredients until you reach a pesto consistency                                       To make the pangrattato, add all of the ingredients to food processor and blitz until broken down into fine breadcrumbs                                       Place a pan over a medium heat, add the butter and once foaming, add the breadcrumb mixture. Roast until the breadcrumbs are golden brown and have a nice crunch. Place on a tray and set aside                                       Preheat the oven to 180°C/gas mark 4                                       Place a large pan of heavily salted water over a high heat and bring to the boil                                       When ready to cook, lightly season the cod loin and place on a buttered baking tray. Bake for 10–12 minutes, then remove from the oven and allow to rest in a warm place                                        Cook the pasta according to packet instructions. Meanwhile, add the vegetable oil to a heavy-based pan and fry the pancetta until crispy and brown. Add the butter for an extra crisp finish, then deglaze with the stock. Allow to reduce slightly then add 300g of the wild garlic pesto, the pine nuts, lemon juice and crème fraîche                                       Add the fresh herbs to the sauce. Drain the spaghetti, tip into the sauce and stir until everything is well-coated                                       To serve, divide the spaghetti between plates and top with the baked cod. Add an even layer of pangrattato to the cod, then garnish with some chopped wild garlic and a few wild garlic flowers                 ",medium,1
24,,"                     First make the leek ash, blanch the greens of 2 leeks in boiling salted water for 4 minutes then refresh in iced water. Grill the leeks until charred but not burnt then place in a dehydrator overnight. Once completely dry blitz to a powder in a blender                                       For the chicken wings, mix them with the salt, thyme and garlic and leave for 1 hour. Preheat the oven to 120°C/gas mark 1/2. Wash thoroughly and transfer to a dish and cover with the duck fat. Cook in the oven for 3 hours. Once cooked, carefully pull the two small bones out of the wings with fish tweezers. Chill on a flat tray until cold then pan fry just before serving in a non-stick pan until golden brown and crispy                                       For the crispy skin, preheat the oven to 180℃/gas mark 4, scrape the fat off the chicken skin until translucent, add salt, thyme and garlic and marinate for 1 hour. Wash the skins thoroughly and dry on kitchen paper. Place between two heavy trays lined with baking paper and cook in the oven for 15-20 minutes until crispy                                       To make the sauce, roast the chicken wings for approximately 20 minutes, or until golden brown. Next, reduce the alcohol to a syrup and then add the chicken wings, chicken stock and veal stock, and reduce to a sauce consistency. Pass through a muslin cloth                                       To make the dill oil, blanch the dill and the spinach in boiling salted water then refresh in iced water. Squeeze dry.  Warm the oil slightly and blitz with herbs in a blender until smooth. Pass through a fine sieve and leave to cool                                       For the leek purée, chop the whites of the leeks and sweat with the onions, garlic and butter in a frying pan then leave to cool. Blanch the greens of the leeks in boiling salted water and refresh in iced water. Blitz both parts together in a blender until smooth. Pass through a fine sieve and season to taste                                       For the buttermilk gel, boil the buttermilk and cream until reduced by half, add the lemon juice, agar and lecithin and return to the boil then blitz in a blender. Pour the mixture onto a tray and leave to set in the fridge. Once set blitz until smooth in a blender and pass through a fine sieve                                       Blanch the whites of the remaining leeks in boiling salted water until tender then refresh in iced water. Drain then cut into 4 pieces. Warm in a small saucepan when ready to serve                                       Heat a non-stick pan over a high heat, season the scallops and cook until golden brown, turn over and cook for 1 minute on the bottom.                                        To plate put a leek piece in the middle of each plate and arrange the scallops, chicken wings and crispy skin around. Pipe dots of the leek purée and buttermilk gel and spoon over the chicken sauce. Swirl around some dill oil. Sprinkle over some leek ash and serve                 ",challenging,2
25,,"                     For the sauce, add the butter and oil to a heavy-based saucepan. Once the oil is hot and the butter is foaming, add the onion and sweat for 2-3 minutes                                       Add the garlic, tinned tomatoes, fresh tomatoes and tomato purée and cook for a further 5 minutes                                       Crumble in the vegetable stock cube and add the oregano, salt, pepper and sugar, then stir. Turn up the heat and bring to the boil                                       Dilute the cornflour in the water. Stir it all into the sauce. Turn down the heat and leave to gently simmer for 2-3 minutes                                        Stir in the freshly chopped basil, reserving some to sprinkle on top of the finished dish. Remove the saucepan from the heat and set aside                                       Lay each aubergine down on a chopping board and slice into 4 lengthways. Season each slice with salt and pepper                                       Heat the oil in a heavy-based frying pan and fry the aubergines for 3-4 minutes on each side, or until golden brown                                       Remove from the frying pan and place on kitchen paper to absorb excess oil                                       In a small-sized casserole dish, arrange a layer of aubergines on the bottom and then pour over some tomato sauce                                       Sprinkle over some of the Parmesan and mozzarella. Repeat the process to make another layer of each                                        Place into an oven set to 160°C/gas mark 3 for 25 minutes                                       Remove the aubergine bake from the oven, sprinkle with the reserved fresh basil and serve immediately                  ",easy,0
26,,"                     Place a thick-bottomed saucepan over a medium heat and add oil. Once hot, add the sliced onions and cook until golden brown, stirring occasionally                                       Add the ginger and garlic pastes. Stir well for 2 minutes, then add salt, turmeric and chilli powder and fry for a further 5 minutes                                       Add the potatoes and carrots to the pan. Once almost cooked through and tender, add the beans, green peas, cumin powder and crushed coriander seeds                                       Cook over a high heat, stirring regularly until the vegetable mixture is quite dry. Remove from the heat, transfer to a plate and set aside. This can be prepared in advance                                       Preheat the oven to 180°C/gas mark 4                                       Allow the pastry sheet to soften slightly, then unwrap on a chopping board and cut in half lengthways. Spoon the vegetable mix along one of the long sides of the pastry                                       Using a pastry brush dipped in water, brush the edges of the prepared sheet lightly. Lift the pastry from underneath the filling and roll over to seal in the vegetables                                       Press the edges gently together to form a sausage roll shape                                       Cut the roll into (approximately) 1.5 inch long parcels. Gently lift the puffs onto a baking tray.  Dip the pastry brush into the whisked egg yolk and use to brush the top of the puffs                                       Bake for 12-15 minutes, or until the puff pastry has fluffed up nicely and is golden brown. Serve the vegetable puffs warm                 ",easy,0
27,,"                 Start by making the filling. Get your biggest frying pan over a high heat and add 1 tbsp of olive oil. Add a third of the mushrooms or enough to cover the base of the pan, season with salt and pepper, and sauté until nicely brown and beginning to crisp at the edges (around 10 minutes.) Transfer to a bowl and keep frying the rest in batches until all the mushrooms are golden, adding 1 tbsp of olive oil after each batch                                  When all the mushrooms are in the bowl, put the pan back on the heat and add the remaining olive oil. Add the garlic, thyme and leeks, season with a good pinch of salt and pepper and cook on a medium heat for 15 minutes, until buttery and soft. Meanwhile, preheat an oven to 200°C/ fan 180°C/gas mark 5                               Next, add the cooked mushrooms back in the pan with the wine or stock and simmer until almost all the liquid has evaporated, another 5–7 minutes. Now add the mustards, parsley and crème fraîche, then take off the heat and allow to cool. Taste and add more salt and pepper if needed                               While the filling cools, make the pastry. Place the flour, cheddar, poppy seeds and butter in a food processor with a pinch of salt. Process until the mixture resembles fine breadcrumbs. Add 60–80ml of chilled water and process until the mixture comes together to form a smooth ball. Wrap in cling film and chill for 30 minutes                               Once rested, roll out the pastry on a lightly floured board into a 30cm disc and place on a lined baking tray                                  Mix all but a tablespoon of the eggs to the cooled leek and mushroom mix and then place into the centre of the pastry. Fold over the 5cm border and roughly pleat. Brush the pastry edge with the beaten egg and sprinkle liberally with Parmesan. Bake for 30-35 minutes, or until golden and cooked through                               While the pie cooks, heat some olive oil in a frying pan and add the sage leaves, frying until crisp. When the pie is looking perfect take it out of the oven and top with the crispy sage             ",medium,1
28,,"                     Start by making the pea mousse, as this will need to be made a day in advance. Add the peas, milk, olive oil, salt and sugar to a blender and blitz until smooth. Pass through a fine sieve                                       Place the gelatine in a bowl of cold water for 5 minutes, or until softened. Add a ladleful of the sieved purée to a small pan and gently warm through, then dissolve the softened gelatine into it. Add the mixture to the rest of the purée, stirring to combine                                       Divide the mixture between eight serving bowls, aiming for roughly 100g of mousse per bowl. Cover each bowl with cling film and lightly press it over the surface of the mousse – this prevents a skin from forming and stops the mousse absorbing any aromas. Leave to set overnight in the fridge                                       For the mint snow, divide the mint between two mixing bowls. Bruise the mint in one of the bowls using the back of a rolling pin, or another heavy object                                       Add the water, sugar and salt to a pan and bring to the boil, then pour over the bruised mint. Cover the bowl with cling film and allow the mint to infuse for 10 minutes                                       Pass the liquid through a sieve, making sure to squeeze out all of the liquid from the leaves. Bruise the mint in the second bowl, then bring the infused liquid to the boil and pour over the second bowl of mint, again allowing it to steep for 10 minutes before straining through a fine sieve. Pour the liquid into a container, allow to cool then freeze overnight                                       On the day you plan to serve the dish, use a fork to scrape the frozen mint-infused liquid into large flakes, making sure you scrape right down to the bottom so no large chunks of ice remain. Reserve in the freezer until needed                                       For the mint oil, bring the water to a rapid boil and add the salt. Using a large slotted spoon to assist you, blanch the mint and baby spinach in small batches, cooking each batch for 30 seconds. As soon as each batch is done, plunge into a bath of ice water to refresh                                       Drain the blanched spinach and herbs well and place in the centre of a clean tea towel or muslin cloth. Twist the cloth to squeeze all the liquid out of the leaves until they feel dry                                       Blend the herbs with the oil in a high-powered blender with a pinch of salt on the highest speed possible, until the oil turns bright green and the outside of the blender feels hot to the touch. Drain the oil through a sieve lined with two layers of muslin cloth, set over a bowl to catch the liquid                                       To prepare the fresh peas, blanch the mangetout in rapidly boiling salted water for 20 seconds until softened, then refresh in ice water. Leave them to drain on kitchen paper                                       Divide the fresh podded peas into smaller and larger peas. Keep the small peas aside to be served raw                                       Blanch the larger peas in rapidly boiling salted water for 1–2 minutes until tender, then refresh in iced water. Leave them to drain on kitchen paper                                       Carefully split open one side of the mangetout and remove the string of small undeveloped peas from the inside. Fill with 4 or 5 of the larger blanched peas to resemble a full pod                                       To make the lemon dressing, mix together the lemon juice, vinegar, water sugar and salt, then use a hand blender to emulsify with the olive oil. Set aside                                       To serve, remove the pea mousses from the fridge. Mix the reserved small raw peas with a spoonful of the lemon dressing and scatter a tablespoon of them over the top of each mousse                                       Place two of the stuffed mangetout pods on top, pointing at 7 and 5 o’clock. Drizzle a few drops of the Chardonnay vinegar over each dish. Place one mint tip on its side immediately to the left of the mangetout, then insert another five tips around it                                       Lightly dress the pea shoots in the lemon dressing, then place 6 above the stuffed mangetout and top with a pea or viola flower. Add a tablespoon of the mint snow over the mint leaf on its side, then top with another viola. Drizzle 2 pipettes of the mint oil around the plate and serve                 ",challenging,2
29,,"                     Begin by preparing the pickled green grapes - these will be placed in the dehydrator and made into raisins later. Place the water, lemon juice, olive oil, Pernod, sugar, star anise, thyme and tarragon in a pan and bring to a simmer, melting the sugar and combining all of the ingredients. Add the picked white grapes, bring back to a simmer for 10 minutes, then remove from the heat and leave to cool                                       Once cooled, leave to infuse for 1 hour. Then, drain the grapes (reserving the liquid for serving) and place in the dehydrator overnight. Remove the grapes once they are semi-dried and resemble raisins. Set aside until required                                       For the mint oil, blanch the mint leaves in salted boiling water for 1 minute. Refresh in iced water, squeeze as much liquid out of the mint as possible, then place into the dehydrator                                       Once completely dry, add to a Thermomix and cover with the grapeseed oil. Bring up to 85°C, transfer to a muslin bag and hang over a jug to collect the liquid that drips through. Set aside until required                                       To start preparing the cauliflowers, remove the green leaves from the head of each cauliflower. Cut the leaves from the stalk and discard                                       Use a small paring knife to remove the florets from the cauliflowers. Select 12 of the largest pieces for the fondants and cut these in half through the stalk, allowing 6 halves for each portion                                       Cut the remaining pieces into small florets. Blanch the small florets and stalks in salted boiling water for 1 minute, then refresh in iced water and set aside                                       Reserve all of the trimmings from the cauliflowers and blitz into small pieces using a Robot Coupe – this will be used for the purée at a later stage                                       To prepare the cauliflower slices, cut the cauliflower in half through the middle of the stalk and slice very finely on a meat slicer to achieve thin cross-sections of cauliflower. Reserve the trimmings for the purée                                       Deep-fry the slices at 160°C/320°F until golden brown, season with fine salt and dry on kitchen paper                                       For the yeasted cauliflower purée, place a heavy-based pan over a high heat and pan-roast the reserved cauliflower trimmings in the vegetable oil until they start to colour. Add the butter and heat until you are left with beurre noisette                                       Turn down the heat and cook until the cauliflower is a dark brown colour. Remove any excess butter and return the cauliflower to the pan, adding the milk and crumbling in the fresh yeast. Cook for 2-3 minutes to allow the yeast to cook out, then add the milk and reduce                                       Transfer the mixture to a blender and blitz until smooth. Season with salt and lemon juice, pass through a fine sieve and reserve                                       To prepare the capers, drain and deep-fry at 180°C/356°F until crispy. Drain on absorbent kitchen paper and season while they are still hot                                       Preheat the oven to 180°C/356°F/gas mark 4                                       Place a non-stick frying pan over a medium heat. Once hot, add a knob of butter to the pan and once the butter begins to foam, add the cauliflower fondant pieces cut-side down. Season with salt and pepper                                       Once the fondants have achieved a golden brown colour, turn over and repeat to colour as much of the surface as possible. Place in the oven for 3 minutes                                       Meanwhile, place the raisins, small cauliflower florets and stalks into a small saucepan. Add a little of the pickling liquor from the grapes and a splash of the mint oil. Warm through on the stove until hot. Reheat the yeasted cauliflower purée in a separate pan                                       Place small spoonfuls of cauliflower purée onto each plate. Sprinkle the crispy capers onto each spoonful of purée, followed by the fresh mint leaves                                       Arrange the cauliflower fondants, raisins, stalks and florets as you wish, obtaining as much height as possible. Place a few of the cauliflower crisps on top and drizzle with mint oil. Serve immediately                 ",challenging,2
30,,"                 Preheat the oven to 200°C/gas mark 6                                 Begin by preparing the chilli oil for the steak. Heat the olive oil in a small saucepan and add the chilies. Allow to heat gently for 2–3 minutes. Remove from the heat and leave to cool                               Arrange the pumpkin pieces on two baking trays and drizzle over one tablespoon of the olive oil. Season well, then roast in the hot oven for 30–35 minutes or until the crescents begin to caramelize. Remove from the oven and allow to cool slightly                                Bring a medium pot of water up to the boil and add the freekeh. Bring back to the boil, then cover the pot and reduce the heat to low. Simmer for 15–20 minutes, or until the grains are al dente. Drain any excess water and set aside                               Meanwhile, heat the remaining oil in a large frying pan over a high heat. Add the sliced onion and fry for 2–3 minutes until softened. Stir through the chestnuts and rosemary, cooking for a further 3–4 minutes                               To make the dressing whisk together the oil, balsamic vinegar, mustard and garlic until thoroughly combined. Set aside until required                               Place the pumpkin in a large mixing bowl and add the fried onions and chestnuts. Add the parsley leaves and half the crumbled feta. Pour over the dressing and use your hands to gently mix it through the salad ingredients until evenly coated                               Finally prepare the steak. Brush the steak with your chipotle infused oil. Cook in a griddle pan on a high heat on each side for 3–4 minutes. Remove from the oven and allow to rest for 5 minutes. Cut into thin slices using a sharp knife                               Arrange the pumpkin salad on a platter, season with salt and black pepper and garnish with any remaining crumbled feta. Divide the steak slices between the four plates and serve             ",easy,0
31,,"                     Preheat an oven to 180°C/gas mark 4 and season the brisket all over with salt and pepper                                       Place a large ovenproof saucepan over a high heat and add a dash of oil. Brown the brisket all over, then set aside. Turn down the heat to medium and then in the same pan add the onions (or shallots), garlic, carrots, celery, fennel and leek. Cook for 10 minutes, stirring occasionally, until softened                                       Add the thyme, bay leaves, star anise, fennel seeds and coriander seeds, then remove from the heat. Place a layer of vegetables in the base of a large ovenproof casserole dish, then put the brisket on top. Add the rest of the vegetables, then pour in the beef stock. Cover and place in the oven for 30 minutes                                       After 30 minutes, turn the temperature down to 150°C/gas mark 2 and cook for another 4½ hours                                        While the brisket cooks, place the potatoes into the oven and bake for 1 hour or until fully cooked. Add the double cream and unsalted butter to a saucepan and gently heat until melted, then gradually incorporate the flesh of the potatoes using a potato ricer. Once all the potato flesh has been added to the cream mixture, you should be left with a very silky mash. Season to taste, then set aside to be reheated before serving                                       Place a griddle or frying pan over a high heat and set up a large steamer. Add a dash of rapeseed oil to the pan and place the quartered hispi cabbage, cut-side down, in the pan until it is charred. Flip and char the other cut side of the cabbage, then place the quarters into the steamer for 11 minutes or until tender. Set aside to reheat before serving                                       Once the beef is cooked and very tender, carefully remove it from the sauce and set aside to rest. Pass the cooking liquid through a sieve into a clean pan and place over a medium-high heat to reduce to a gravy consistency                                       Place a frying pan over a high heat and add the scooped out bone marrow. Fry for a few minutes until cooked through and soft whilst you gently reheat the mash. Once the bone marrow is cooked, stir it into the mash and keep warm                                       Reheat the hispi cabbage quarters in the steamer or in a pan over a low heat                                       To plate, place a generous amount of the bone marrow mash on each dish. Carve the brisket into slices and place on top, then a cabbage quarter alongside. Pour over some of the reduced gravy and serve immediately                 ",easy,0
